"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2011","China except Hong Kong","Higher education sector","Million purchasing power standards (PPS)","14 821.971",""
"2011","China except Hong Kong","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","14 640.612",""
"2011","China except Hong Kong","Private non-profit sector","Million euro",":",""
"2011","China except Hong Kong","Private non-profit sector","Euro per inhabitant",":",""
"2011","China except Hong Kong","Private non-profit sector","Million units of national currency",":",""
"2011","China except Hong Kong","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2011","China except Hong Kong","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Japan","All sectors","Million euro","143 700.955",""
"2011","Japan","All sectors","Euro per inhabitant","1 124.1",""
"2011","Japan","All sectors","Million units of national currency","15 945 058",""
"2011","Japan","All sectors","Million purchasing power standards (PPS)","111 923.419",""
"2011","Japan","All sectors","Million purchasing power standards (PPS) at 2005 prices","113 175.814",""
"2011","Japan","Business enterprise sector","Million euro","110 596.413",""
"2011","Japan","Business enterprise sector","Euro per inhabitant","865.2",""
"2011","Japan","Business enterprise sector","Million units of national currency","12 271 778",""
"2011","Japan","Business enterprise sector","Million purchasing power standards (PPS)","86 139.502",""
"2011","Japan","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","87 103.381",""
"2011","Japan","Government sector","Million euro","12 035.626",""
"2011","Japan","Government sector","Euro per inhabitant","94.2",""
"2011","Japan","Government sector","Million units of national currency","1 335 473",""
"2011","Japan","Government sector","Million purchasing power standards (PPS)","9 374.109",""
"2011","Japan","Government sector","Million purchasing power standards (PPS) at 2005 prices","9 479.002",""
"2011","Japan","Higher education sector","Million euro","18 984.129",""
"2011","Japan","Higher education sector","Euro per inhabitant","148.5",""
"2011","Japan","Higher education sector","Million units of national currency","2 106 479",""
"2011","Japan","Higher education sector","Million purchasing power standards (PPS)","14 786.044",""
"2011","Japan","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","14 951.496",""
"2011","Japan","Private non-profit sector","Million euro","2 084.787",""
"2011","Japan","Private non-profit sector","Euro per inhabitant","16.3",""
"2011","Japan","Private non-profit sector","Million units of national currency","231 328",""
"2011","Japan","Private non-profit sector","Million purchasing power standards (PPS)","1 623.765",""
"2011","Japan","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","1 641.934",""
"2011","South Korea","All sectors","Million euro","32 370.522",""
"2011","South Korea","All sectors","Euro per inhabitant","650.3",""
"2011","South Korea","All sectors","Million units of national currency","49 890 418.95",""
"2011","South Korea","All sectors","Million purchasing power standards (PPS)","44 040.49",""
"2011","South Korea","All sectors","Million purchasing power standards (PPS) at 2005 prices","43 496.769",""
"2011","South Korea","Business enterprise sector","Million euro","24 774.558",""
"2011","South Korea","Business enterprise sector","Euro per inhabitant","497.7",""
"2011","South Korea","Business enterprise sector","Million units of national currency","38 183 291.34",""
"2011","South Korea","Business enterprise sector","Million purchasing power standards (PPS)","33 706.088",""
"2011","South Korea","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","33 289.955",""
"2011","South Korea","Government sector","Million euro","3 796.577",""
"2011","South Korea","Government sector","Euro per inhabitant","76.3",""
"2011","South Korea","Government sector","Million units of national currency","5 851 397.61",""
"2011","South Korea","Government sector","Million purchasing power standards (PPS)","5 165.289",""
"2011","South Korea","Government sector","Million purchasing power standards (PPS) at 2005 prices","5 101.518",""
"2011","South Korea","Higher education sector","Million euro","3 266.103",""
"2011","South Korea","Higher education sector","Euro per inhabitant","65.6",""
"2011","South Korea","Higher education sector","Million units of national currency","5 033 816.5",""
"2011","South Korea","Higher education sector","Million purchasing power standards (PPS)","4 443.574",""
"2011","South Korea","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","4 388.713",""
"2011","South Korea","Private non-profit sector","Million euro","533.284",""
"2011","South Korea","Private non-profit sector","Euro per inhabitant","10.7",""
"2011","South Korea","Private non-profit sector","Million units of national currency","821 913.5",""
"2011","South Korea","Private non-profit sector","Million purchasing power standards (PPS)","725.54",""
"2011","South Korea","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","716.582",""
"2012","European Union (28 countries)","All sectors","Million euro","269 978.704",""
"2012","European Union (28 countries)","All sectors","Euro per inhabitant","535.6",""
"2012","European Union (28 countries)","All sectors","Million units of national currency",":",""
"2012","European Union (28 countries)","All sectors","Million purchasing power standards (PPS)","257 561.596",""
"2012","European Union (28 countries)","All sectors","Million purchasing power standards (PPS) at 2005 prices","237 956.153",""
"2012","European Union (28 countries)","Business enterprise sector","Million euro","171 405.663",""
"2012","European Union (28 countries)","Business enterprise sector","Euro per inhabitant","340.1",""
"2012","European Union (28 countries)","Business enterprise sector","Million units of national currency",":",""
"2012","European Union (28 countries)","Business enterprise sector","Million purchasing power standards (PPS)","161 641.625",""
"2012","European Union (28 countries)","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","149 590.011",""
"2012","European Union (28 countries)","Government sector","Million euro","33 118.336",""
"2012","European Union (28 countries)","Government sector","Euro per inhabitant","65.7",""
"2012","European Union (28 countries)","Government sector","Million units of national currency",":",""
"2012","European Union (28 countries)","Government sector","Million purchasing power standards (PPS)","33 146.286",""
"2012","European Union (28 countries)","Government sector","Million purchasing power standards (PPS) at 2005 prices","30 505.673",""
"2012","European Union (28 countries)","Higher education sector","Million euro","63 064.643",""
"2012","European Union (28 countries)","Higher education sector","Euro per inhabitant","125.1",""
"2012","European Union (28 countries)","Higher education sector","Million units of national currency",":",""
"2012","European Union (28 countries)","Higher education sector","Million purchasing power standards (PPS)","60 480.54",""
"2012","European Union (28 countries)","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","55 747.798",""
"2012","European Union (28 countries)","Private non-profit sector","Million euro","2 390.062","e"
"2012","European Union (28 countries)","Private non-profit sector","Euro per inhabitant","4.7","e"
"2012","European Union (28 countries)","Private non-profit sector","Million units of national currency",":",""
"2012","European Union (28 countries)","Private non-profit sector","Million purchasing power standards (PPS)","2 293.146","e"
"2012","European Union (28 countries)","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","2 112.672","e"
"2012","Euro area (19 countries)","All sectors","Million euro","206 401.746",""
"2012","Euro area (19 countries)","All sectors","Euro per inhabitant","615.6",""
"2012","Euro area (19 countries)","All sectors","Million units of national currency",":",""
"2012","Euro area (19 countries)","All sectors","Million purchasing power standards (PPS)","197 507.463",""
"2012","Euro area (19 countries)","All sectors","Million purchasing power standards (PPS) at 2005 prices","182 741.285",""
"2012","Euro area (19 countries)","Business enterprise sector","Million euro","131 704.606",""
"2012","Euro area (19 countries)","Business enterprise sector","Euro per inhabitant","392.8",""
"2012","Euro area (19 countries)","Business enterprise sector","Million units of national currency",":",""
"2012","Euro area (19 countries)","Business enterprise sector","Million purchasing power standards (PPS)","125 356.491",""
"2012","Euro area (19 countries)","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","116 131.504",""
"2012","Euro area (19 countries)","Government sector","Million euro","27 487.797",""
"2012","Euro area (19 countries)","Government sector","Euro per inhabitant","82",""
