"TIME","GEO","NABS07","UNIT","Value","Flag and Footnotes"
"2012","Croatia","Political and social systems, structures and processes","Million purchasing power standards (PPS)","3.405",""
"2012","Croatia","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","2.798",""
"2012","Croatia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","182.204",""
"2012","Croatia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","42.6",""
"2012","Croatia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","1 370.486",""
"2012","Croatia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","282.586",""
"2012","Croatia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","232.258",""
"2012","Croatia","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","118.696",""
"2012","Croatia","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","27.8",""
"2012","Croatia","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","892.793",""
"2012","Croatia","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","184.089",""
"2012","Croatia","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","151.303",""
"2012","Croatia","Defence","Million euro","0",""
"2012","Croatia","Defence","Euro per inhabitant","0",""
"2012","Croatia","Defence","Million units of national currency","0",""
"2012","Croatia","Defence","Million purchasing power standards (PPS)","0",""
"2012","Croatia","Defence","Million purchasing power standards (PPS) at 2005 prices","0",""
"2012","Croatia","Total civil R&D appropriations","Million euro","318.465",""
"2012","Croatia","Total civil R&D appropriations","Euro per inhabitant","74.5",""
"2012","Croatia","Total civil R&D appropriations","Million units of national currency","2 395.401",""
"2012","Croatia","Total civil R&D appropriations","Million purchasing power standards (PPS)","493.918",""
"2012","Croatia","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","405.951",""
"2012","Croatia","Total R&D appropriations","Million euro","318.465",""
"2012","Croatia","Total R&D appropriations","Euro per inhabitant","74.5",""
"2012","Croatia","Total R&D appropriations","Million units of national currency","2 395.401",""
"2012","Croatia","Total R&D appropriations","Million purchasing power standards (PPS)","493.918",""
"2012","Croatia","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","405.951",""
"2012","Italy","Exploration and exploitation of the earth","Million euro","432.3",""
"2012","Italy","Exploration and exploitation of the earth","Euro per inhabitant","7.3",""
"2012","Italy","Exploration and exploitation of the earth","Million units of national currency","432.3",""
"2012","Italy","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","436.799",""
"2012","Italy","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","381.691",""
"2012","Italy","Environment","Million euro","296.1",""
"2012","Italy","Environment","Euro per inhabitant","5",""
"2012","Italy","Environment","Million units of national currency","296.1",""
"2012","Italy","Environment","Million purchasing power standards (PPS)","299.182",""
"2012","Italy","Environment","Million purchasing power standards (PPS) at 2005 prices","261.436",""
"2012","Italy","Exploration and exploitation of space","Million euro","769",""
"2012","Italy","Exploration and exploitation of space","Euro per inhabitant","12.9",""
"2012","Italy","Exploration and exploitation of space","Million units of national currency","769",""
"2012","Italy","Exploration and exploitation of space","Million purchasing power standards (PPS)","777.003",""
"2012","Italy","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","678.974",""
"2012","Italy","Transport, telecommunication and other infrastructures","Million euro","179.4",""
"2012","Italy","Transport, telecommunication and other infrastructures","Euro per inhabitant","3",""
"2012","Italy","Transport, telecommunication and other infrastructures","Million units of national currency","179.4",""
"2012","Italy","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","181.267",""
"2012","Italy","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","158.398",""
"2012","Italy","Energy","Million euro","327.3",""
"2012","Italy","Energy","Euro per inhabitant","5.5",""
"2012","Italy","Energy","Million units of national currency","327.3",""
"2012","Italy","Energy","Million purchasing power standards (PPS)","330.706",""
"2012","Italy","Energy","Million purchasing power standards (PPS) at 2005 prices","288.984",""
"2012","Italy","Industrial production and technology","Million euro","1 179.3",""
"2012","Italy","Industrial production and technology","Euro per inhabitant","19.9",""
"2012","Italy","Industrial production and technology","Million units of national currency","1 179.3",""
"2012","Italy","Industrial production and technology","Million purchasing power standards (PPS)","1 191.573",""
"2012","Italy","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","1 041.241",""
"2012","Italy","Health","Million euro","909",""
"2012","Italy","Health","Euro per inhabitant","15.3",""
"2012","Italy","Health","Million units of national currency","909",""
"2012","Italy","Health","Million purchasing power standards (PPS)","918.46",""
"2012","Italy","Health","Million purchasing power standards (PPS) at 2005 prices","802.585",""
"2012","Italy","Agriculture","Million euro","268.4",""
"2012","Italy","Agriculture","Euro per inhabitant","4.5",""
"2012","Italy","Agriculture","Million units of national currency","268.4",""
"2012","Italy","Agriculture","Million purchasing power standards (PPS)","271.193",""
"2012","Italy","Agriculture","Million purchasing power standards (PPS) at 2005 prices","236.979",""
"2012","Italy","Education","Million euro","365.1",""
"2012","Italy","Education","Euro per inhabitant","6.1",""
"2012","Italy","Education","Million units of national currency","365.1",""
"2012","Italy","Education","Million purchasing power standards (PPS)","368.9",""
"2012","Italy","Education","Million purchasing power standards (PPS) at 2005 prices","322.358",""
"2012","Italy","Culture, recreation, religion and mass media","Million euro","238.5",""
"2012","Italy","Culture, recreation, religion and mass media","Euro per inhabitant","4",""
"2012","Italy","Culture, recreation, religion and mass media","Million units of national currency","238.5",""
"2012","Italy","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","240.982",""
"2012","Italy","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","210.579",""
"2012","Italy","Political and social systems, structures and processes","Million euro","586.2",""
"2012","Italy","Political and social systems, structures and processes","Euro per inhabitant","9.9",""
"2012","Italy","Political and social systems, structures and processes","Million units of national currency","586.2",""
"2012","Italy","Political and social systems, structures and processes","Million purchasing power standards (PPS)","592.301",""
"2012","Italy","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","517.575",""
"2012","Italy","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","3 114",""
